"Index","P","Q","E"
1981-01-31,0,0.165119231267863,7.84
1981-02-01,0,0.163744158510502,8.16
1981-02-02,0.69,0.162380537024282,6.4
1981-02-03,0,0.161028271445807,6.4
1981-02-04,0,0.159687267205841,4.8
1981-02-05,3.18,0.158357430522698,10.4
1981-02-06,22.14,0.157038668395685,8.16
1981-02-07,0.44,0.155730888598595,4.16
1981-02-08,0,0.154433999673257,3.52
1981-02-09,0.04,0.153147910923143,4.48
1981-02-10,0.86,0.151872532407023,11.36
1981-02-11,0.53,0.150607774932676,5.30285714285714
1981-02-12,5.73,0.149353550050652,5.30285714285714
1981-02-13,36.43,0.148109770048087,5.30285714285714
1981-02-14,0.69,0.146876347942567,5.30285714285714
1981-02-15,0,0.145653197476048,5.30285714285714
1981-02-16,0,0.144440233108821,5.30285714285714
1981-02-17,0,0.14323737001353,5.30285714285714
1981-02-18,0.59,0.142044524069242,6.24
1981-02-19,2.78,0.140861611855564,7.36
1981-02-20,0.04,0.139688550646803,2.56
1981-02-21,0.01,0.138525258406191,2.88
1981-02-22,0.14,0.137371653780139,1.76
1981-02-23,1.81,0.136227656092551,1.44
1981-02-24,0.04,0.135093185339182,3.84
1981-02-25,0,0.133968162182044,4
1981-02-26,3.04,0.132852507943857,4
1981-02-27,0.02,0.131746144602542,5.28
1981-02-28,0.04,0.130648994785774,4.16
1981-03-01,0,0.129560981765564,5.44
1981-03-02,0.43,0.128482029452893,6.4
1981-03-03,9.67,0.127412062392396,3.52
1981-03-04,1.16,0.12635100575708,5.76
1981-03-05,0,0.125298785343094,5.28
1981-03-06,0,0.124255327564537,3.36
1981-03-07,0,0.123220559448315,4.64
1981-03-08,0,0.122194408629036,4.16
1981-03-09,0,0.121176803343949,4.8
1981-03-10,2.15,0.120167672427926,6.56
1981-03-11,0,0.119166945308483,4.96
1981-03-12,0,0.118174552000851,4
1981-03-13,0,0.117190423103071,6.4
1981-03-14,0,0.116214489791153,6.4
